"","19012023_aei_genes_region_cruk.fst","19012023_ase_genes_region_cruk.fst","19012023_ase_genes_tumour_cruk.fst","19012023_cohort_ASE_CN_ratio_cruk.fst","19012023_cohort_ASE_CN_specific_cruk.fst","19012023_cohort_ASE_SNP_ratio_cruk.fst","19012023_rna_purity_cruk.fst","20200401_pancan_drivers.csv","2022-10-14_clinicohistopathological_data.fst","2022-10-14_rna_editing_sigs.fst","2022-10-14_rna_editing_table.fst","2022-10-17_inter_intra_exp.csv","2022-10-17_rsem_counts_mat.fst","2022-10-17_rsem_eff_length_mat.fst","2022-10-17_rsem_tpm_mat.fst","2022-10-18_dcor_mat.fst","2022-10-18_region_hi_var_pc_hist.fst","2022-10-18_vst_counts.fst","2022-10-18_vst_counts_surgery.fst","2022-10-18_vst_counts_tumour.fst","2022-10-18all_metadata.fst","2022-10-20_signatureExposures_signif.fst","2022-10-21_ited_primaries.fst","2022-10-30_RAS_classes_df.fst","2022-10-30ki67_scores.fst","2022-11-14_pc_lmes.fst","20221109_TRACERx421_all_patient_df.rds","20221109_TRACERx421_all_tumour_df.rds","20221109_TRACERx421_manual_qc_sheet.tsv","20221109_TRACERx421_mutation_table.fst","20221110_TRACERx421_evolutionary_metrics.tsv","20221123_TRACERx421_mutation_table_region.fst","26102022_FAT1_details.RDS","26102022_FAT1_example_cruk.RDS","26102022_meth_global_cruk.fst","all_sig_vars_nb.fst","dnds_quantiles","exp_global_dnds.csv","forest_shap.tsv","Genomic_only_MLP_model.zip","Genomic_only_roc_curve.csv","GenTran_logi_test_output.csv","GenTran_logistic.joblib","GenTran_MLP_model","GenTran_random_forest.joblib","GenTran_roc_curve.csv","gtex_supp_2015.xlsx","h.all.v7.2.symbols.gmt","hallmark_groups.csv","inter_global_dnds.csv","intra_global_dnds.csv","logistic_shap.tsv","luad_outliers_cruk.csv","mlp_shap.tsv","raw_rna_editing_sigs.txt","region_cors_blind.csv","sampleOverview.txt","seedingRegionInfo.txt","setd2_cell_lines_cnindase.fst","Transcriptomic_only_roc_curve.csv"
"457",NA,NA,NA,"CRUK0497_SU_T1-R2","CRUK0497_SU_T1-R2","CRUK0321_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0316_SU_N01","CRUK0316_SU_N01","CRUK0316_SU_N01","CRUK0319_SU_T1-R1",NA,"CRUK0316_SU_T1-R2","CRUK0385_SU_T1-R1","CRUK0369_SU_LN03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",NA,NA,NA,"CRUK0497_SU_T1-R3","CRUK0497_SU_T1-R3","CRUK0385_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0316_SU_T1-R2","CRUK0316_SU_T1-R2","CRUK0316_SU_T1-R2","CRUK0321_SU_T1-R3",NA,"CRUK0316_SU_T1-R3","CRUK0385_SU_T1-R2","CRUK0369_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",NA,NA,NA,"CRUK0422_SU_T1-R1","CRUK0422_SU_T1-R1","CRUK0385_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0316_SU_T1-R3","CRUK0316_SU_T1-R3","CRUK0316_SU_T1-R3","CRUK0321_SU_T1-R4",NA,"CRUK0316_SU_T1-R4","CRUK0385_SU_T1-R3","CRUK0369_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",NA,NA,NA,"CRUK0422_SU_T1-R2","CRUK0422_SU_T1-R2","CRUK0385_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0316_SU_T1-R4","CRUK0316_SU_T1-R4","CRUK0316_SU_T1-R4","CRUK0322_SU_N01",NA,"CRUK0318_SU_T1-R3","CRUK0385_SU_T1-R5","CRUK0369_SU_T1-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",NA,NA,NA,"CRUK0410_SU_T1-R1","CRUK0410_SU_T1-R1","CRUK0385_SU_T1-R5",NA,NA,NA,NA,NA,NA,"CRUK0318_SU_T1-R3","CRUK0318_SU_T1-R3","CRUK0318_SU_T1-R3","CRUK0322_SU_T1-R1",NA,"CRUK0319_SU_N01","CRUK0385_SU_T1-R6","CRUK0369_SU_T1-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",NA,NA,NA,"CRUK0410_SU_T1-R2","CRUK0410_SU_T1-R2","CRUK0385_SU_T1-R6",NA,NA,NA,NA,NA,NA,"CRUK0319_SU_N01","CRUK0319_SU_N01","CRUK0319_SU_N01","CRUK0322_SU_T1-R2",NA,"CRUK0319_SU_T1-R1","CRUK0386_SU_T1-R2","CRUK0369_SU_T1-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",NA,NA,NA,"CRUK0410_SU_T1-R3","CRUK0410_SU_T1-R3","CRUK0311_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0319_SU_T1-R1","CRUK0319_SU_T1-R1","CRUK0319_SU_T1-R1","CRUK0322_SU_T1-R3",NA,"CRUK0321_SU_T1-R3","CRUK0388_SU_T1-R1","CRUK0370_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,NA,"CRUK0410_SU_T1-R4","CRUK0410_SU_T1-R4","CRUK0311_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0321_SU_T1-R3","CRUK0321_SU_T1-R3","CRUK0321_SU_T1-R3","CRUK0328_SU_T1-R2",NA,"CRUK0321_SU_T1-R4","CRUK0388_SU_T1-R3","CRUK0370_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,NA,"CRUK0412_SU_T1-R1","CRUK0412_SU_T1-R1","CRUK0311_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0321_SU_T1-R4","CRUK0321_SU_T1-R4","CRUK0321_SU_T1-R4","CRUK0329_SU_T1-R1",NA,"CRUK0322_SU_N01","CRUK0388_SU_T1-R4","CRUK0371_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,NA,"CRUK0412_SU_T1-R3","CRUK0412_SU_T1-R3","CRUK0311_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0322_SU_N01","CRUK0322_SU_N01","CRUK0322_SU_N01","CRUK0329_SU_T1-R3",NA,"CRUK0322_SU_T1-R1","CRUK0392_SU_T1-R1","CRUK0371_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,NA,"CRUK0412_SU_T1-R4","CRUK0412_SU_T1-R4","CRUK0460_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0322_SU_T1-R1","CRUK0322_SU_T1-R1","CRUK0322_SU_T1-R1","CRUK0331_SU_T1-R1",NA,"CRUK0322_SU_T1-R2","CRUK0392_SU_T1-R2","CRUK0372_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,NA,"CRUK0420_SU_T1-R1","CRUK0420_SU_T1-R1","CRUK0460_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0322_SU_T1-R2","CRUK0322_SU_T1-R2","CRUK0322_SU_T1-R2","CRUK0331_SU_T1-R4",NA,"CRUK0322_SU_T1-R3","CRUK0392_SU_T1-R3","CRUK0373_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,NA,"CRUK0420_SU_T1-R2","CRUK0420_SU_T1-R2","CRUK0460_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0322_SU_T1-R3","CRUK0322_SU_T1-R3","CRUK0322_SU_T1-R3","CRUK0331_SU_T1-R7",NA,"CRUK0328_SU_T1-R2","CRUK0393_SU_T1-R1","CRUK0375_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,NA,"CRUK0488_SU_T1-R2","CRUK0488_SU_T1-R2","CRUK0492_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0328_SU_T1-R2","CRUK0328_SU_T1-R2","CRUK0328_SU_T1-R2","CRUK0333_SU_T1-R1",NA,"CRUK0329_SU_T1-R1","CRUK0393_SU_T1-R2","CRUK0375_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,NA,"CRUK0401_SU_T1-R1","CRUK0401_SU_T1-R1","CRUK0487_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0329_SU_T1-R1","CRUK0329_SU_T1-R1","CRUK0329_SU_T1-R1","CRUK0333_SU_T1-R2",NA,"CRUK0329_SU_T1-R3","CRUK0393_SU_T1-R3","CRUK0377_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,NA,"CRUK0401_SU_T1-R3","CRUK0401_SU_T1-R3","CRUK0487_SU_T1-R5",NA,NA,NA,NA,NA,NA,"CRUK0329_SU_T1-R3","CRUK0329_SU_T1-R3","CRUK0329_SU_T1-R3","CRUK0333_SU_T1-R3",NA,"CRUK0331_SU_T1-R1","CRUK0394_SU_T1-R4","CRUK0379_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,NA,"CRUK0448_SU_T1-R1","CRUK0448_SU_T1-R1","CRUK0487_SU_T1-R6",NA,NA,NA,NA,NA,NA,"CRUK0331_SU_T1-R1","CRUK0331_SU_T1-R1","CRUK0331_SU_T1-R1","CRUK0334_SU_T1-R1",NA,"CRUK0331_SU_T1-R4","CRUK0394_SU_T1-R5","CRUK0379_SU_T1-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,NA,"CRUK0448_SU_T1-R2","CRUK0448_SU_T1-R2","CRUK0487_SU_T1-R7",NA,NA,NA,NA,NA,NA,"CRUK0331_SU_T1-R4","CRUK0331_SU_T1-R4","CRUK0331_SU_T1-R4","CRUK0337_SU_T1-R1",NA,"CRUK0331_SU_T1-R7","CRUK0394_SU_T1-R6","CRUK0379_SU_T1-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,NA,"CRUK0448_SU_T1-R3","CRUK0448_SU_T1-R3","CRUK0495_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0331_SU_T1-R7","CRUK0331_SU_T1-R7","CRUK0331_SU_T1-R7","CRUK0343_SU_T1-R1",NA,"CRUK0333_SU_T1-R1","CRUK0396_SU_T1-R3","CRUK0380_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,"CRUK0496_SU_T1-R1","CRUK0496_SU_T1-R1","CRUK0495_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0333_SU_T1-R1","CRUK0333_SU_T1-R1","CRUK0333_SU_T1-R1","CRUK0343_SU_T1-R2",NA,"CRUK0333_SU_T1-R2","CRUK0396_SU_T1-R4","CRUK0380_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,NA,"CRUK0496_SU_T1-R2","CRUK0496_SU_T1-R2","CRUK0495_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0333_SU_T1-R2","CRUK0333_SU_T1-R2","CRUK0333_SU_T1-R2","CRUK0343_SU_T1-R3",NA,"CRUK0333_SU_T1-R3","CRUK0401_SU_T1-R1","CRUK0380_SU_T1-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,NA,"CRUK0496_SU_T1-R3","CRUK0496_SU_T1-R3","CRUK0495_SU_T1-R6",NA,NA,NA,NA,NA,NA,"CRUK0333_SU_T1-R3","CRUK0333_SU_T1-R3","CRUK0333_SU_T1-R3","CRUK0343_SU_T1-R4",NA,"CRUK0334_SU_T1-R1","CRUK0401_SU_T1-R3","CRUK0380_SU_T1-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,NA,"CRUK0452_SU_T1-R1","CRUK0452_SU_T1-R1","CRUK0495_SU_T2-R1",NA,NA,NA,NA,NA,NA,"CRUK0334_SU_T1-R1","CRUK0334_SU_T1-R1","CRUK0334_SU_T1-R1","CRUK0344_BR_T1-R1",NA,"CRUK0337_SU_T1-R1","CRUK0403_SU_T1-R1","CRUK0380_SU_T1-R8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,NA,"CRUK0452_SU_T1-R2","CRUK0452_SU_T1-R2","CRUK0408_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0337_SU_T1-R1","CRUK0337_SU_T1-R1","CRUK0337_SU_T1-R1","CRUK0344_SU_T1-R2",NA,"CRUK0343_SU_T1-R1","CRUK0403_SU_T1-R2","CRUK0381_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,NA,"CRUK0452_SU_T1-R3","CRUK0452_SU_T1-R3","CRUK0497_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0343_SU_T1-R1","CRUK0343_SU_T1-R1","CRUK0343_SU_T1-R1","CRUK0344_SU_T1-R3",NA,"CRUK0343_SU_T1-R2","CRUK0403_SU_T1-R3","CRUK0381_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,NA,"CRUK0452_SU_T1-R4","CRUK0452_SU_T1-R4","CRUK0497_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0343_SU_T1-R2","CRUK0343_SU_T1-R2","CRUK0343_SU_T1-R2","CRUK0350_SU_N01",NA,"CRUK0343_SU_T1-R3","CRUK0403_SU_T1-R4","CRUK0381_SU_T1-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,NA,"CRUK0452_SU_T1-R5","CRUK0452_SU_T1-R5","CRUK0497_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0343_SU_T1-R3","CRUK0343_SU_T1-R3","CRUK0343_SU_T1-R3","CRUK0350_SU_T1-R1",NA,"CRUK0343_SU_T1-R4","CRUK0404_SU_T1-R2","CRUK0384_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,NA,"CRUK0472_SU_T1-R1","CRUK0472_SU_T1-R1","CRUK0422_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0343_SU_T1-R4","CRUK0343_SU_T1-R4","CRUK0343_SU_T1-R4","CRUK0350_SU_T1-R2",NA,"CRUK0344_BR_T1-R1","CRUK0404_SU_T1-R3","CRUK0384_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,NA,"CRUK0472_SU_T1-R2","CRUK0472_SU_T1-R2","CRUK0422_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0344_BR_T1-R1","CRUK0344_BR_T1-R1","CRUK0344_BR_T1-R1","CRUK0352_SU_T1-R1",NA,"CRUK0344_SU_T1-R2","CRUK0406_SU_T1-R1","CRUK0385_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,NA,"CRUK0472_SU_T1-R3","CRUK0472_SU_T1-R3","CRUK0410_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0344_SU_T1-R2","CRUK0344_SU_T1-R2","CRUK0344_SU_T1-R2","CRUK0352_SU_T1-R2",NA,"CRUK0344_SU_T1-R3","CRUK0406_SU_T1-R2","CRUK0385_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,NA,"CRUK0434_SU_T1-R1","CRUK0434_SU_T1-R1","CRUK0410_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0344_SU_T1-R3","CRUK0344_SU_T1-R3","CRUK0344_SU_T1-R3","CRUK0359_SU_T1-R1",NA,"CRUK0350_SU_N01","CRUK0406_SU_T1-R3","CRUK0385_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,NA,"CRUK0434_SU_T1-R2","CRUK0434_SU_T1-R2","CRUK0410_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0350_SU_N01","CRUK0350_SU_N01","CRUK0350_SU_N01","CRUK0359_SU_T1-R2",NA,"CRUK0350_SU_T1-R1","CRUK0408_SU_T1-R2","CRUK0385_SU_T1-R5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,NA,"CRUK0434_SU_T1-R3","CRUK0434_SU_T1-R3","CRUK0410_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0350_SU_T1-R1","CRUK0350_SU_T1-R1","CRUK0350_SU_T1-R1","CRUK0361_BR_T1-R1",NA,"CRUK0350_SU_T1-R2","CRUK0410_SU_T1-R1","CRUK0385_SU_T1-R6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,NA,"CRUK0431_SU_T1-R1","CRUK0431_SU_T1-R1","CRUK0412_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0350_SU_T1-R2","CRUK0350_SU_T1-R2","CRUK0350_SU_T1-R2","CRUK0361_SU_N01",NA,"CRUK0352_SU_T1-R1","CRUK0410_SU_T1-R2","CRUK0386_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,NA,"CRUK0431_SU_T1-R2","CRUK0431_SU_T1-R2","CRUK0412_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0352_SU_T1-R1","CRUK0352_SU_T1-R1","CRUK0352_SU_T1-R1","CRUK0361_SU_T1-R1",NA,"CRUK0352_SU_T1-R2","CRUK0410_SU_T1-R3","CRUK0388_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,NA,"CRUK0451_SU_T1-R1","CRUK0451_SU_T1-R1","CRUK0412_SU_T1-R4",NA,NA,NA,NA,NA,NA,"CRUK0352_SU_T1-R2","CRUK0352_SU_T1-R2","CRUK0352_SU_T1-R2","CRUK0361_SU_T1-R2",NA,"CRUK0359_SU_T1-R1","CRUK0410_SU_T1-R4","CRUK0388_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,NA,"CRUK0451_SU_T1-R2","CRUK0451_SU_T1-R2","CRUK0420_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0359_SU_T1-R1","CRUK0359_SU_T1-R1","CRUK0359_SU_T1-R1","CRUK0361_SU_T1-R3",NA,"CRUK0359_SU_T1-R2","CRUK0412_SU_T1-R1","CRUK0388_SU_T1-R4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,NA,"CRUK0451_SU_T1-R3","CRUK0451_SU_T1-R3","CRUK0420_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0359_SU_T1-R2","CRUK0359_SU_T1-R2","CRUK0359_SU_T1-R2","CRUK0361_SU_T1-R4",NA,"CRUK0361_BR_T1-R1","CRUK0412_SU_T1-R3","CRUK0392_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,NA,"CRUK0447_SU_T1-R2","CRUK0447_SU_T1-R2","CRUK0488_SU_T1-R2",NA,NA,NA,NA,NA,NA,"CRUK0361_BR_T1-R1","CRUK0361_BR_T1-R1","CRUK0361_BR_T1-R1","CRUK0368_BR_T1-R1",NA,"CRUK0361_SU_N01","CRUK0412_SU_T1-R4","CRUK0392_SU_T1-R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,NA,"CRUK0404_SU_T1-R2","CRUK0404_SU_T1-R2","CRUK0401_SU_T1-R1",NA,NA,NA,NA,NA,NA,"CRUK0361_SU_N01","CRUK0361_SU_N01","CRUK0361_SU_N01","CRUK0368_SU_T1-R2",NA,"CRUK0361_SU_T1-R1","CRUK0416_SU_T1-R1","CRUK0392_SU_T1-R3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,NA,"CRUK0404_SU_T1-R3","CRUK0404_SU_T1-R3","CRUK0401_SU_T1-R3",NA,NA,NA,NA,NA,NA,"CRUK0361_SU_T1-R1","CRUK0361_SU_T1-R1","CRUK0361_SU_T1-R1","CRUK0368_SU_T1-R3",NA,"CRUK0361_SU_T1-R2","CRUK0416_SU_T1-R2","CRUK0393_SU_T1-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
